Date,Open,High,Low,Close,Adj Close,Volume
5/13/21,43.235085,45.417099,37.526894,40.997852,40.997852,1016860656
5/14/21,41.034519,44.791435,39.986053,42.717865,42.717865,504167711
5/15/21,42.699947,45.391788,39.374607,43.461308,43.461308,500445722
5/16/21,43.401691,52.50135,41.915497,47.200829,47.200829,1990976771
5/17/21,46.898022,51.87603,43.302917,46.863205,46.863205,1951921366
5/18/21,46.660419,58.302925,46.187557,55.910961,55.910961,2025388219
5/19/21,56.089256,57.525772,29.429859,35.107182,35.107182,2772224999
5/20/21,35.043045,51.25845,32.318142,44.742748,44.742748,2487748626
5/21/21,44.447254,47.645592,33.837395,38.812851,38.812851,1769762028
5/22/21,38.98838,40.009579,31.254862,31.315582,31.315582,1078751751
5/23/21,31.225767,32.436268,19.139839,24.688747,24.688747,1925832341
5/24/21,24.49832,32.094452,24.49832,31.283571,31.283571,1346786023
5/25/21,31.396347,33.130127,26.100075,29.997078,29.997078,909470305
5/26/21,30.047991,37.237637,29.008554,35.539818,35.539818,1069991365
5/27/21,35.482449,35.52705,31.127129,33.584591,33.584591,649389058
5/28/21,33.675526,34.502506,28.067144,29.039276,29.039276,600255582
5/29/21,29.00313,30.022339,25.75094,27.376421,27.376421,376859866
5/30/21,27.408316,29.749254,25.650293,28.602659,28.602659,359661704
5/31/21,28.60424,32.983589,27.524746,32.816246,32.816246,534826504
6/1/21,32.770885,33.289917,29.880173,30.98526,30.98526,432053117
6/2/21,30.935238,35.038155,30.432858,33.956318,33.956318,497567418
6/3/21,34.018715,41.145378,33.792233,39.470905,39.470905,960056106
6/4/21,39.581303,39.609863,34.310902,37.41507,37.41507,1056279506
6/5/21,37.417377,42.822674,37.09911,39.5854,39.5854,1112426664
6/6/21,39.749126,43.377193,38.963997,42.308376,42.308376,794387364
6/7/21,42.253677,44.100559,38.090839,38.262333,38.262333,923157614
6/8/21,38.25127,42.478291,33.685459,41.517815,41.517815,1786996802
6/9/21,41.279793,43.997566,39.368633,42.031776,42.031776,1218831041
6/10/21,42.024036,43.00491,39.596783,41.098675,41.098675,595246689
6/11/21,41.110153,41.312485,35.311172,36.046085,36.046085,518666603
6/12/21,36.164352,37.614223,34.318157,36.441689,36.441689,549070417
6/13/21,36.514709,39.359974,34.78299,38.770435,38.770435,452988674
6/14/21,38.704521,40.476521,36.814133,38.713055,38.713055,477871463
6/15/21,40.535839,41.758675,39.435814,41.153648,41.153648,605285143
6/16/21,39.545349,41.496307,37.503498,39.703617,39.703617,576016902
6/17/21,39.68927,41.237431,38.286083,39.264591,39.264591,417775600
6/18/21,39.266785,39.427128,35.004017,36.648796,36.648796,424163369
6/19/21,36.819107,37.354588,34.981606,35.353436,35.353436,264640750
6/20/21,35.237026,35.928387,31.362095,35.322014,35.322014,452587531
6/21/21,35.261436,35.497616,25.94908,26.6574,26.6574,760344541
6/22/21,26.592831,28.712969,20.380444,26.771856,26.771856,1258580061
6/23/21,26.912943,32.772961,25.696486,30.048887,30.048887,1111302687
6/24/21,30.846079,32.99131,28.548386,31.181034,31.181034,641150364
6/25/21,31.168531,32.902515,28.03508,28.698862,28.698862,632052177
6/26/21,28.607899,30.007036,26.710814,29.712854,29.712854,560342710
6/27/21,29.75264,31.929392,29.271196,31.929392,31.929392,497353288
6/28/21,31.880831,34.243225,31.035128,32.92778,32.92778,473612135
6/29/21,33.009785,35.788578,32.726685,33.866802,33.866802,471854279
6/30/21,33.962971,35.954723,31.601351,35.556404,35.556404,570984168
7/1/21,35.505653,35.538193,32.386272,33.404034,33.404034,474665321
7/2/21,33.306309,34.031788,31.479923,34.020481,34.020481,440298780
7/3/21,34.015575,35.40477,33.298473,34.478817,34.478817,327019964
7/4/21,34.495117,35.502373,33.555737,34.3106,34.3106,303420520
7/5/21,34.282551,34.461823,32.482693,32.984589,32.984589,313839322
7/6/21,32.930305,34.978317,32.930305,34.269138,34.269138,365336040
7/7/21,34.232807,38.011703,33.84203,36.59137,36.59137,519252659
7/8/21,36.719719,36.915283,32.802273,33.203728,33.203728,498201257
7/9/21,33.134331,34.387947,31.991049,33.264648,33.264648,327170629
7/10/21,33.318439,34.140488,31.186785,31.788645,31.788645,296566657
7/11/21,31.693039,32.536335,31.411757,32.177841,32.177841,211679810
7/12/21,32.173389,32.644054,30.074202,30.848087,30.848087,221058993
7/13/21,30.786404,31.093704,28.918608,29.121189,29.121189,197825362
7/14/21,29.142693,31.435339,27.515703,31.281,31.281,331866434
7/15/21,31.360701,31.483404,28.008404,28.452101,28.452101,329918376
7/16/21,28.549067,29.442204,26.228809,26.370008,26.370008,374718328
7/17/21,26.254124,27.696987,26.04067,26.721668,26.721668,289689475
7/18/21,26.78417,27.733564,26.360977,26.751909,26.751909,230336396
7/19/21,26.67124,26.721746,24.012245,24.447577,24.447577,361915410
7/20/21,24.510302,24.975603,22.177542,23.489555,23.489555,413439963
7/21/21,23.443457,27.416498,22.86537,26.623079,26.623079,555770206
7/22/21,26.665323,28.13599,25.952209,27.702082,27.702082,364666998
7/23/21,27.706509,28.690611,26.425711,28.51388,28.51388,407955237
7/24/21,28.5179,29.507799,28.068638,28.70262,28.70262,353750758
7/25/21,28.649401,28.872978,26.528553,28.168774,28.168774,309208018
7/26/21,28.227026,31.054016,27.903797,28.306643,28.306643,743673802
7/27/21,28.210499,28.952671,27.00543,28.065327,28.065327,375599550
7/28/21,28.145641,28.746954,27.412333,27.815411,27.815411,315682626
7/29/21,27.877975,31.886148,27.372438,31.281137,31.281137,448009571
7/30/21,31.275415,33.055126,30.067673,32.393944,32.393944,617830199
7/31/21,32.353287,36.868259,31.68322,36.827312,36.827312,587168181
8/1/21,36.679127,36.719913,33.283005,34.25436,34.25436,490639931
8/2/21,34.190563,35.912395,33.060654,33.22242,33.22242,407399691
8/3/21,33.191425,35.833092,32.40266,33.996441,33.996441,474629269
8/4/21,34.108356,36.652477,33.273182,35.763626,35.763626,413657602
8/5/21,35.771976,38.208866,35.533855,37.355137,37.355137,595137193
8/6/21,37.355358,40.388084,35.688293,39.446102,39.446102,589190671
8/7/21,39.492302,40.505878,37.626602,39.403473,39.403473,534979916
8/8/21,39.465904,39.533291,36.935577,37.673824,37.673824,358570315
8/9/21,37.660496,40.004841,36.481171,38.767784,38.767784,377034585
8/10/21,38.67881,41.660908,38.223171,40.639797,40.639797,452480699
8/11/21,40.648941,43.73914,40.628239,41.744114,41.744114,507980107
8/12/21,41.704514,43.401909,39.381557,41.099361,41.099361,527833804
8/13/21,41.114368,44.900524,40.721619,44.894501,44.894501,541894525
8/14/21,44.851425,44.871239,42.93766,44.11285,44.11285,363834257
8/15/21,44.149956,54.629551,43.450008,53.745159,53.745159,1448656564
8/16/21,53.541149,68.822372,52.465851,62.432465,62.432465,3799339365
8/17/21,62.11533,74.889259,58.981335,64.210709,64.210709,4043742154
8/18/21,64.16835,80.119904,60.269714,72.543312,72.543312,4507409622
8/19/21,72.838562,75.092422,68.610497,72.757607,72.757607,2467398203
8/20/21,72.748901,79.990005,70.937286,78.724617,78.724617,1844455899
8/21/21,78.698929,81.813774,72.69693,73.75621,73.75621,1513097171
8/22/21,73.86834,77.481155,71.553947,72.803917,72.803917,968933849
8/23/21,72.769409,76.70533,71.680748,75.708038,75.708038,1372134245
8/24/21,75.780174,79.370949,68.619789,70.670906,70.670906,2153611667
8/25/21,70.679962,72.702866,66.222763,71.951569,71.951569,1551240766
8/26/21,71.973434,78.055206,66.264557,75.316208,75.316208,2713050538
8/27/21,74.811783,88.854279,72.715126,88.086983,88.086983,3263988286
8/28/21,88.000015,97.842949,85.790642,96.703171,96.703171,2580080503
8/29/21,96.563972,97.777878,90.993622,94.469673,94.469673,1830344091
8/30/21,94.344872,116.850227,94.03772,110.544807,110.544807,5274104165
8/31/21,109.756149,130.014618,103.351303,108.483772,108.483772,7590894022
9/1/21,107.444481,119.530113,106.270821,111.033005,111.033005,3974443896
9/2/21,110.731239,131.961884,109.652618,128.102386,128.102386,5074399603
9/3/21,128.389084,148.834183,128.389084,146.583054,146.583054,7526373837
9/4/21,146.418411,150.428558,136.449554,139.113068,139.113068,3970422964
9/5/21,138.990143,144.997864,135.079971,142.070877,142.070877,2996918105
9/6/21,142.06282,165.878738,138.038208,164.38092,164.38092,5774090688
9/7/21,164.183685,194.819702,133.10025,173.148926,173.148926,17068643416
9/8/21,173.278564,197.989014,147.99118,191.041397,191.041397,13187213606
9/9/21,209.470795,214.957184,181.445877,188.195801,188.195801,12676272744
9/10/21,187.612808,196.94519,168.690826,179.865234,179.865234,7087524572
9/11/21,179.366226,193.405609,175.565414,178.867874,178.867874,5367389010
9/12/21,179.230164,181.568253,170.584595,174.537628,174.537628,3012633094
9/13/21,174.418457,174.93187,150.974411,169.269547,169.269547,6437530449
9/14/21,169.774521,171.301163,143.553116,158.094818,158.094818,5799758794
9/15/21,158.415436,166.175293,154.239548,159.117386,159.117386,3908939772
9/16/21,158.807281,163.122833,147.653275,152.47406,152.47406,3215168472
9/17/21,152.35144,153.444931,135.245224,147.593063,147.593063,4675731485
9/18/21,147.448761,171.142776,144.392258,169.184219,169.184219,5415012910
9/19/21,169.226334,170.652115,151.250977,152.516693,152.516693,3350530308
9/20/21,152.794479,153.387665,131.261032,132.13446,132.13446,5623667250
9/21/21,132.762314,144.468445,116.343201,123.950394,123.950394,5243953819
9/22/21,124.177452,150.941513,122.349159,147.924255,147.924255,4952222859
9/23/21,148.055161,152.36499,143.201263,149.753571,149.753571,3389212044
9/24/21,149.935471,151.201904,128.801315,139.395645,139.395645,3852350632
9/25/21,139.296555,144.072556,134.107758,136.178925,136.178925,2037106949
9/26/21,136.216156,140.781784,125.115425,135.699371,135.699371,2674182809
9/27/21,135.931366,148.497833,133.984283,136.728424,136.728424,2867246888
9/28/21,136.508911,139.294357,128.244827,131.537216,131.537216,2422542861
9/29/21,132.338531,140.038177,131.233688,135.351456,135.351456,2428105040
9/30/21,135.412903,142.853165,134.313263,141.069046,141.069046,2244376110
10/1/21,141.382919,164.737549,138.436935,161.682373,161.682373,4387488320
10/2/21,161.594391,174.900696,156.322342,169.093018,169.093018,3471658582
10/3/21,169.113708,176.970337,166.070007,172.589157,172.589157,3149579954
10/4/21,172.961624,172.961624,162.773331,166.731918,166.731918,3109040100
10/5/21,166.994965,169.97937,160.593155,164.115829,164.115829,2541087419
10/6/21,164.605194,165.361984,150.768372,154.107742,154.107742,3259712887
10/7/21,153.961151,161.362991,150.542038,154.281189,154.281189,2579187256
10/8/21,154.256546,168.846375,152.755768,158.949203,158.949203,2781848650
10/9/21,158.704697,161.407318,154.869797,156.825836,156.825836,1522023824
10/10/21,156.751923,158.361572,146.898239,148.048706,148.048706,1556965341
10/11/21,147.800446,153.921143,140.363968,144.858139,144.858139,1851795187
10/12/21,145.00766,153.263977,137.811569,152.737122,152.737122,2853992440
10/13/21,152.523926,155.347992,144.407867,148.176041,148.176041,2105226551
10/14/21,148.017273,155.329742,147.330933,149.756805,149.756805,1948101208
10/15/21,150.0466,165.122208,146.984833,162.596207,162.596207,3970589003
10/16/21,163.007034,164.713715,156.737564,157.538818,157.538818,1531502795
10/17/21,157.463562,167.425995,154.090347,159.743805,159.743805,2168838138
10/18/21,159.997482,162.856277,155.030228,157.231277,157.231277,1698878759
10/19/21,157.210205,159.405869,153.221008,156.017029,156.017029,1400902548
10/20/21,155.883392,176.440674,155.199844,175.946869,175.946869,3315306825
10/21/21,176.765549,193.599152,176.765549,190.318436,190.318436,6865815461
10/22/21,190.454895,214.044449,188.273621,196.431534,196.431534,7486821306
10/23/21,196.300476,205.669876,192.562759,197.703857,197.703857,3253670286
10/24/21,197.973114,204.719101,185.572433,202.361984,202.361984,3413057378
10/25/21,202.316483,218.731888,198.202438,210.104294,210.104294,4837376169
10/26/21,209.531647,213.982864,197.486649,199.807251,199.807251,3194205752
10/27/21,199.874481,205.404739,178.730865,183.774597,183.774597,4552692842
10/28/21,184.515701,201.045364,182.217529,194.863983,194.863983,3463958628
10/29/21,194.906433,204.896606,194.906433,200.182755,200.182755,2468703579
10/30/21,200.225723,200.38623,187.816574,195.416061,195.416061,1732207667
10/31/21,195.773773,205.163376,186.062988,202.421021,202.421021,2577364486
11/1/21,202.629211,211.36084,198.238968,203.54509,203.54509,3157612663
11/2/21,203.517914,222.233032,201.180389,220.239594,220.239594,3020087232
11/3/21,221.076752,246.321533,216.196198,242.898819,242.898819,6024951132
11/4/21,243.097809,250.466339,235.150879,247.387772,247.387772,4440296290
11/5/21,247.270935,248.383911,231.160812,236.474335,236.474335,2752870913
11/6/21,236.492752,260.062103,235.289963,258.934326,258.934326,3869779683
11/7/21,258.781555,258.850098,246.122421,249.823486,249.823486,2624869522
11/8/21,249.979263,253.254181,241.140137,248.467178,248.467178,3344410176
11/9/21,248.356842,253.179825,237.895294,239.213135,239.213135,2819309492
11/10/21,239.133743,247.947037,218.38855,233.779526,233.779526,3873202098
11/11/21,233.913986,246.447189,229.74852,234.240753,234.240753,2693456862
11/12/21,233.721268,238.695679,221.252945,228.50209,228.50209,3022054714
11/13/21,228.596252,241.825027,225.075928,241.825027,241.825027,2322796265
11/14/21,241.862106,242.044891,230.689407,238.425522,238.425522,1705211600
11/15/21,238.7314,245.976105,235.099106,237.553604,237.553604,2414551003
11/16/21,238.497147,238.497147,215.442093,219.239029,219.239029,3557977024
11/17/21,219.295639,222.028839,210.026947,218.71524,218.71524,2982505239
11/18/21,218.87558,222.876938,187.673126,195.487411,195.487411,3911214658
11/19/21,195.066284,219.367065,189.750168,215.280014,215.280014,3431624914
11/20/21,215.406906,221.445343,206.285873,218.015274,218.015274,2003638941
11/21/21,217.784027,235.230911,210.809738,231.282623,231.282623,2636480460
11/22/21,230.989639,231.904816,212.03009,215.737274,215.737274,3254258844
11/23/21,215.842957,226.061737,211.312225,221.836899,221.836899,2328763768
11/24/21,221.860611,222.459274,200.502609,214.921539,214.921539,2293934142
11/25/21,205.886169,216.400513,202.32341,206.252991,206.252991,2586718627
11/26/21,210.048279,210.504578,184.328278,191.511749,191.511749,3380122748
11/27/21,192.283569,199.36499,191.040543,193.102158,193.102158,1443178833
11/28/21,193.275604,201.628708,182.372452,200.676651,200.676651,2033215941
11/29/21,200.821274,212.445801,199.9543,204.319366,204.319366,2110532147
11/30/21,204.232941,218.339386,200.084335,208.67099,208.67099,2888387657
12/1/21,208.393158,232.386215,208.152267,229.79924,229.79924,3532771294
12/2/21,229.854706,243.111664,220.387177,233.993042,233.993042,4074103518
12/3/21,233.601898,239.122101,207.329773,211.224396,211.224396,4061060881
12/4/21,212.112381,212.807541,171.553574,201.124832,201.124832,5949505665
12/5/21,200.780609,204.617477,182.016815,196.168259,196.168259,3402591975
12/6/21,196.547485,197.663025,176.888062,194.199219,194.199219,3693853028
12/7/21,194.276596,204.1185,188.280807,190.596909,190.596909,2556849839
12/8/21,190.505005,196.374115,184.132706,194.621704,194.621704,2277446203
12/9/21,194.483292,196.689743,178.792145,181.178085,181.178085,1968182104
12/10/21,181.46756,184.689423,167.954834,167.954834,167.954834,2118266396
12/11/21,167.916626,173.898483,161.860001,171.949493,171.949493,1877844189
12/12/21,171.948318,176.649414,167.861252,173.431671,173.431671,1196808540
12/13/21,173.09993,173.09993,148.571823,155.213058,155.213058,2547597256
12/14/21,155.141663,161.618271,150.117981,153.341446,153.341446,2604045117
12/15/21,161.358902,182.513168,157.653214,178.34079,178.34079,3783787658
12/16/21,178.591537,188.878708,174.450974,176.954666,176.954666,2766320569
12/17/21,176.894974,182.393631,168.518738,175.503296,175.503296,2711688386
12/18/21,175.656357,184.375183,171.196564,182.835129,182.835129,1690397976
12/19/21,182.850906,189.262543,178.75502,180.098053,180.098053,1678714066
12/20/21,179.977737,181.153259,168.683517,173.671783,173.671783,1982986558
12/21/21,173.694397,182.417511,170.490631,180.092545,180.092545,1821107818
12/22/21,179.858337,187.473434,177.427338,178.597122,178.597122,1889229699
12/23/21,178.502762,193.276047,176.116455,190.036316,190.036316,2191634326
12/24/21,190.102859,197.157715,185.019379,190.273193,190.273193,2286837232
12/25/21,190.531601,195.149231,189.032227,193.120926,193.120926,1443209769
12/26/21,192.920517,200.644196,190.823685,198.000732,198.000732,1971114647
12/27/21,197.883408,204.578568,195.160797,195.429504,195.429504,1800094698
12/28/21,195.621658,195.621658,177.040359,177.425629,177.425629,2826063568
12/29/21,177.389038,180.590775,170.44342,170.657562,170.657562,2175731146
12/30/21,170.764786,175.691162,168.398483,172.75119,172.75119,1540637869
12/31/21,172.703842,177.35704,168.312073,170.299072,170.299072,1567918820
1/1/22,170.310837,178.96225,170.195541,178.517944,178.517944,1084780603
1/2/22,178.53241,179.432358,175.012314,176.382843,176.382843,995389409
1/3/22,176.386307,176.386307,167.533981,170.297745,170.297745,1345778058
1/4/22,170.286118,173.735107,166.740128,167.938904,167.938904,1499265336
1/5/22,167.940338,171.110458,148.21611,155.099731,155.099731,2123759721
1/6/22,155.105927,155.105927,146.667664,150.431351,150.431351,2097172620
1/7/22,150.413406,150.52095,135.149994,136.402817,136.402817,2926269672
1/8/22,136.400162,147.837311,134.021011,142.513458,142.513458,2730000333
1/9/22,142.543121,145.440414,138.394104,140.839005,140.839005,1599123912
1/10/22,140.833633,143.56337,130.796997,135.954941,135.954941,2040883379
1/11/22,135.940903,143.299042,134.133972,140.183853,140.183853,1554197314
1/12/22,140.203751,152.936478,138.546265,151.70311,151.70311,2242337550
1/13/22,151.690598,157.543732,146.01004,146.01004,146.01004,2177023564
1/14/22,146.025909,150.469482,142.390686,146.159027,146.159027,1822320951
1/15/22,146.180023,149.350189,144.419144,147.801178,147.801178,1123271784
1/16/22,147.786606,151.772339,146.401779,147.856522,147.856522,1172854751
1/17/22,147.876785,148.205872,137.500031,139.92601,139.92601,1487772250
1/18/22,139.93277,142.466492,134.895798,141.587189,141.587189,1449435942
1/19/22,141.546997,142.294083,133.355179,135.792389,135.792389,1444663456
1/20/22,135.791336,143.617401,127.174042,127.205284,127.205284,984099352
1/21/22,127.333336,128.432861,107.908997,111.966057,111.966057,3771688473
1/22/22,111.97654,113.587677,89.287155,94.178368,94.178368,4039466376
1/23/22,94.307602,104.519203,93.593483,99.578224,99.578224,2548191912
1/24/22,99.617516,99.770515,81.226051,91.650162,91.650162,4664539688
1/25/22,91.660156,99.701233,87.757126,94.720352,94.720352,2842652332
1/26/22,94.718834,103.721558,89.807556,92.238045,92.238045,3177186515
1/27/22,92.218056,94.059998,86.186035,89.632492,89.632492,2513945822
1/28/22,89.529091,93.36467,87.574242,91.312897,91.312897,2156098049
1/29/22,91.354698,98.611046,90.963799,96.223488,96.223488,1727329992
1/30/22,96.249001,97.298325,91.707024,93.297676,93.297676,1110338981
1/31/22,93.30117,100.725075,89.585991,99.738838,99.738838,1888454241
2/1/22,99.725945,112.980125,99.477859,109.978981,109.978981,3568466349
2/2/22,110.019455,111.957367,97.735596,101.837601,101.837601,3297984784
2/3/22,101.828102,102.668465,94.635315,101.459038,101.459038,2618951519
2/4/22,101.340935,112.410332,100.677376,112.174248,112.174248,3121470028
2/5/22,112.205482,118.21312,110.534065,113.894302,113.894302,2337469324
2/6/22,113.902824,115.866486,112.186356,115.299759,115.299759,1488437091
2/7/22,115.276192,121.554031,113.140465,117.355148,117.355148,2501444983
2/8/22,117.408913,119.969551,110.241943,113.595482,113.595482,2670414753
2/9/22,113.534035,116.827324,109.978653,114.019379,114.019379,1844036035
2/10/22,114.021645,114.788422,106.202805,106.202805,106.202805,2534257400
2/11/22,106.229767,107.84539,95.604286,96.381882,96.381882,2244853464
2/12/22,96.401489,99.553658,93.498642,95.918205,95.918205,1722515979
2/13/22,95.892586,97.206215,91.815704,93.244102,93.244102,1150014559
2/14/22,93.193687,97.74173,91.207695,96.433273,96.433273,1787236369
2/15/22,96.437408,105.291977,96.433296,104.873306,104.873306,2134576044
2/16/22,104.925041,105.346344,98.580376,101.932899,101.932899,1908954820
2/17/22,101.898232,102.632935,92.676247,93.410423,93.410423,1872498133
2/18/22,93.462982,96.20182,89.706108,90.06546,90.06546,1669246812
2/19/22,90.05188,92.540962,88.953117,91.496651,91.496651,1084605729
2/20/22,91.444321,93.320282,86.017441,90.901413,90.901413,1912980153
2/21/22,90.883026,95.904091,83.118446,83.123161,83.123161,2892900595
2/22/22,83.1064,87.163979,81.204857,86.465385,86.465385,2046554018
2/23/22,86.470795,92.738441,84.902786,84.902786,84.902786,2293962445
2/24/22,84.863579,92.279396,76.859573,89.194748,89.194748,5253578948
2/25/22,89.228134,94.777809,87.276161,92.598824,92.598824,3069242551
2/26/22,92.608864,94.604332,89.757675,90.141563,90.141563,1721041901
2/27/22,90.124634,91.989433,84.492928,85.519051,85.519051,2012522473
2/28/22,85.501106,101.041794,84.575844,99.520348,99.520348,3457872746
3/1/22,99.540466,101.559158,94.893425,98.653557,98.653557,3225742519
3/2/22,98.649071,105.984772,97.105797,100.649635,100.649635,3800592927
3/3/22,100.65377,101.427269,94.37796,95.5392,95.5392,2309311748
3/4/22,95.567039,95.70813,87.554443,88.245979,88.245979,2592829728
3/5/22,88.290535,91.036179,86.288841,89.647842,89.647842,1437161887
3/6/22,89.64859,89.865379,84.329643,84.542183,84.542183,1467561782
3/7/22,84.552872,86.483086,80.316849,82.130066,82.130066,2375648176
3/8/22,82.112602,84.7799,81.540115,82.254761,82.254761,2112765959
3/9/22,82.279922,89.482048,82.206238,88.202065,88.202065,2624860794
3/10/22,88.190399,88.453949,81.019341,82.939087,82.939087,2196400279
3/11/22,82.940742,84.050667,80.281235,80.744995,80.744995,1852734626
3/12/22,80.74752,82.663757,80.722099,81.553818,81.553818,1036290480
3/13/22,81.531219,82.883034,78.004387,78.936073,78.936073,1316842580
3/14/22,78.925575,82.099304,78.274353,81.17334,81.17334,1676601058
3/15/22,81.170059,85.51931,79.071777,82.955086,82.955086,1627848455
3/16/22,82.951675,87.903625,81.653244,87.903625,87.903625,2370877301
3/17/22,87.862457,90.757286,86.751228,87.876846,87.876846,2440062581
3/18/22,87.866264,91.848618,84.636978,89.822037,89.822037,2745357460
3/19/22,89.820457,94.360893,89.392616,92.418152,92.418152,1951674158
3/20/22,92.413666,92.435921,88.150459,88.614861,88.614861,1286133603
3/21/22,88.605003,91.011986,87.207642,88.757202,88.757202,1598537312
3/22/22,88.741905,93.766808,88.182777,90.51297,90.51297,1879747152
3/23/22,90.513931,96.051842,89.811462,95.102684,95.102684,2099467745
3/24/22,95.020905,103.455795,94.065506,102.223694,102.223694,3601646600
3/25/22,102.238358,104.582962,97.318245,98.658104,98.658104,2175497007
3/26/22,98.666748,103.193573,97.829681,101.764183,101.764183,1282869612
3/27/22,101.773697,107.298714,99.269096,107.084221,107.084221,1572329892
3/28/22,107.077965,113.175949,105.477875,106.465256,106.465256,2877146388
3/29/22,106.327988,115.275719,105.999191,111.710312,111.710312,3052274877
3/30/22,111.690254,124.605003,107.767258,120.699486,120.699486,3908170428
3/31/22,120.681557,128.930115,120.19783,122.661461,122.661461,4115229587
4/1/22,122.736107,137.558411,118.78791,134.430939,134.430939,4434807484
4/2/22,134.453583,143.02002,132.139191,132.198868,132.198868,3394186456
4/3/22,132.241074,140.263702,131.226151,136.77533,136.77533,2585967812
4/4/22,136.760788,137.633514,126.865326,132.412628,132.412628,2828117206
4/5/22,132.387863,136.182846,126.563972,126.862236,126.862236,2239922210
4/6/22,126.857956,127.281158,112.773682,112.883385,112.883385,3281009143
4/7/22,112.935799,119.760712,111.957466,118.796516,118.796516,2431083313
4/8/22,118.816216,122.25412,108.541161,109.80088,109.80088,2376864565
4/9/22,109.798759,113.114891,108.634338,112.972794,112.972794,1202250516
4/10/22,112.97271,115.808327,110.077835,111.742439,111.742439,1280232450
4/11/22,111.69899,111.831139,98.670853,99.339104,99.339104,2272498194
4/12/22,99.384674,109.117561,98.935303,103.306389,103.306389,2317008207
4/13/22,103.281013,105.676849,100.488457,105.001945,105.001945,1675840412
4/14/22,104.940605,107.329636,99.256844,100.707802,100.707802,1686576071
4/15/22,100.706528,102.672646,100.100899,101.309776,101.309776,1050639351
4/16/22,101.298691,103.271721,100.964722,102.257317,102.257317,774939305
4/17/22,102.248436,105.294556,99.958176,100.409698,100.409698,1057908299
4/18/22,100.407951,102.517029,95.242775,102.158531,102.158531,1846133932
4/19/22,102.202385,108.582031,101.301727,108.582031,108.582031,1711909607
4/20/22,108.602196,110.722977,104.772659,105.497002,105.497002,1761531528
4/21/22,105.497673,109.765327,100.767151,101.776138,101.776138,1838571747
4/22/22,101.757423,103.498146,99.57943,100.612053,100.612053,1274793594
4/23/22,100.619781,102.771233,98.78157,100.744438,100.744438,823252482
4/24/22,100.727188,102.216682,99.008514,99.235794,99.235794,818266008
4/25/22,99.241409,101.44059,94.755753,101.247635,101.247635,1538486689
4/26/22,101.224876,101.742485,95.177895,95.78215,95.78215,1301074534
4/27/22,95.785522,100.54493,95.283501,98.378868,98.378868,1253566599
4/28/22,98.382149,100.40123,96.694527,98.18573,98.18573,1307131609
4/29/22,98.182961,98.568565,92.88427,94.011345,94.011345,1234575023
4/30/22,94.013557,94.928848,82.909538,85.095932,85.095932,1293033765
5/1/22,85.094688,92.43013,84.944153,89.671509,89.671509,1426749080
5/2/22,89.672058,90.693367,85.407219,87.581017,87.581017,1265220129
5/3/22,87.562744,88.687859,84.922104,85.842377,85.842377,1011988792
5/4/22,85.841728,92.937195,85.728065,92.770851,92.770851,1428455342
5/5/22,92.769791,95.032822,81.834869,84.596024,84.596024,1805979399
5/6/22,84.588493,84.646935,80.468613,81.764107,81.764107,1585081920
5/7/22,81.76667,82.180786,77.883232,78.983421,78.983421,1139093165
5/8/22,78.987633,79.283791,74.527184,75.220184,75.220184,1439700868
5/9/22,75.234459,76.983093,63.269653,63.269653,63.269653,2773999164
5/10/22,63.369312,73.759888,61.026585,66.766151,66.766151,3677013066
5/11/22,66.734749,68.117226,44.003826,50.21085,50.21085,4432811558
5/12/22,50.239231,53.659389,38.050091,44.68359,44.68359,4471167155
5/13/22,44.633572,55.902115,44.076366,48.593552,48.593552,2854210432
5/14/22,48.676643,53.061165,46.220566,52.417225,52.417225,2042138537
5/15/22,52.431343,58.878067,49.834801,58.81126,58.81126,1843835578
5/16/22,58.803913,58.803913,52.267929,53.646461,53.646461,2067312217
5/17/22,53.656006,58.038071,53.505302,57.125626,57.125626,1823895389
5/18/22,57.116318,57.69772,49.731094,49.75621,49.75621,1745565671
5/19/22,49.794865,53.617489,48.635551,52.213978,52.213978,1958004386
5/20/22,52.211971,53.438042,48.050583,49.538509,49.538509,1830699507
5/21/22,49.53545,51.05505,48.767487,50.317982,50.317982,979492374
5/22/22,50.32066,53.02166,49.862785,52.75518,52.75518,1105760506
5/23/22,52.736088,54.474648,48.927246,49.05685,49.05685,1661669360
5/24/22,49.064232,50.577522,47.500824,49.653336,49.653336,1508166642
5/25/22,49.648418,50.442371,47.673145,47.982426,47.982426,1304580067
5/26/22,47.983974,48.551022,42.321381,43.491211,43.491211,2208994514
5/27/22,43.47438,43.813648,40.268963,40.981346,40.981346,2256358026
5/28/22,41.493732,44.658012,40.548679,44.343163,44.343163,1254325884
5/29/22,44.338791,45.386253,41.998047,44.909615,44.909615,1317843243
5/30/22,44.908669,47.936829,44.357407,47.179443,47.179443,1708817065
5/31/22,47.181328,48.03899,44.840015,45.767841,45.767841,1509191627
6/1/22,45.765129,45.946659,40.05035,40.269669,40.269669,1422647092
6/2/22,40.25528,41.327866,38.360672,40.891346,40.891346,1554022054
6/3/22,40.895752,41.433346,37.802719,38.25922,38.25922,1348656102
6/4/22,38.274551,39.040428,36.040726,38.931446,38.931446,1130762770
6/5/22,38.934101,39.995296,38.035351,38.480534,38.480534,998532387
6/6/22,38.501598,44.450619,38.438789,42.433132,42.433132,1955057411
